Product Name,Category,Type,Description,Condition,Place Name,Region,Geo Position,ICBM,Post ID,Posted Date,Label,ID,Actual Class,
Beats By Dre Pro Headphones - wired,Electronics,NonTV,"Beats By Dre Pro Headphones - wired. Fair condition, Sound great. $35.00


Text Works Best.
For Email please add Phone number in subject header.

Thanks in advance.",fair,Indianapolis,US-IN,39.784241;-86.130152,"39.784241, -86.130152",7686746842,2023-11-11T21:44:32-0500,Craigslist,372,0,
Beats By Dre Studio Headphones,Electronics,NonTV,"Beats By Dre Studio Headphones great condition.Powered (amplified) by two (2) AA batteries. $40.00

Text Works Best.
For Email please add Phone number in subject header.

Thanks in advance.",excellent,Indianapolis,US-IN,39.783977;-86.130495,"39.783977, -86.130495",7686746434,2023-11-11T21:41:56-0500,Craigslist,373,0,
Pioneer VSX-42 Receiver,Electronics,NonTV,"Pioneer VSX-42 Receiver for sale. In great shape. Includes remote and antenna.

7.1 channel ready, 80w/channel

Cash only, will not ship.

https://content.abt.com/documents/43604/VSX42_specs.pdf",like new,Noblesville,US-IN,40.056300;-86.016300,"40.056300, -86.016300",7686668773,2023-11-11T16:32:15-0500,Craigslist,374,0,
JumpBox - USB Charger,Electronics,NonTV,"Rugged by Schumacher 2500A Jump Box -USB Charger
50 Jumps per Charge",new,Columbus,US-IN,39.205500;-85.931700,"39.205500, -85.931700",7686656920,2023-11-11T16:01:27-0500,Craigslist,375,0,
Wacom Intuos pen tablet,Electronics,NonTV,"Wireless, comes with all original accessories.
4096 levels of pressure sensitivity, gives you control and precision when drawing, painting and photo editing in any software program
Connect wirelessly with Bluetooth to your Mac (OS X 10.11 or later) or PC (Windows 7 or later)
Small compact size (7.87 inch x 6.3 inch) with larger active area (6.0 inch x 3.7 inch), is perfect for limited desktop areas and can be setup for both left and right handed use
Four customizable express keys that put your favorite shortcuts like undo or copy/paste at your fingertips
TEXT SIX-2-SIX -FIVE 8 FIVE-1455
Thank you.",like new,Indianapolis,US-IN,39.785100;-86.159500,"39.785100, -86.159500",7686648972,2023-11-11T15:38:53-0500,Craigslist,376,0,
Vintage 1990's stereo system,Electronics,NonTV,"Complete 1990's stereo system in excellent condition. System consists of Niles SI-1200 Systems Integration Amplifier, Sony SLV-700HF VHS video cassette recorder, Pioneer VSX-401audio video stereo receiver, Onkyo SV70PRO audio video tuner amplifier, Sansui K95M stereo cassette deck, Pioneer PD-M501 multi-play compact disc player (6 disc), two Atlantic Technology Lucas Film THX box speakers, two Atlantic Technology Lucas Film THX side tower speakers, and one Atlantic Technology Lucas Film THX center speaker",excellent,Carmel,US-IN,39.971200;-86.124500,"39.971200, -86.124500",7686567834,2023-11-11T12:30:15-0500,Craigslist,377,1,
Razer Kraken V3,Electronics,NonTV,"Razer Kraken V3 headset works with Playstation, Xbox and PC

Open box but never used.

Frequency Response - 20 Hz – 20 kHz
Impedance - 32 Ω (1 kHz)
Sensitivity - 96 dB (1 kHz)
Driver Specs - 50 mm
Driver Type - Razer™ TriForce Titanium
Inner Earcup Diameter
Width: 42 mm / 1.65""
Length: 62 mm / 2.44""
Noise Cancelling - Passive noise cancellation
Connection Type - USB-A
Cable Length 1.3 m / 4.27 ft
Weight - 325 g / 0.71 lbs
Microphone -Detachable HyperClear Cardioid

Full specs here https://www.razer.com/gaming-headsets/razer-kraken-v3

call or text is best

thanks for looking",new,Indianapolis,US-IN,39.703800;-86.302900,"39.703800, -86.302900",7686484921,2023-11-11T09:06:13-0500,Craigslist,378,0,
Beats Fit Proo True Wireless Noise Cancelling Earbuds Excellent,Electronics,NonTV,"Excellent Condition
Beats Fit Pro - True Wireless Noise Cancelling Earbuds Apple & Android Compatible,

Never been repaired, broken, damaged, Refurbished, or anything else. works perfectly.

Features:
Flexible, secure-fit wingtips for all-day comfort and stability
The custom acoustic platform delivers a powerful, balanced sound
Spatial Audio with dynamic head tracking for immersive music, movies, and games. Enhanced by the Apple H1 chip for Automatic Switching, Audio Sharing (with another pair of Beats headphones or Apple AirPods), and “Hey Siri. works great with Apple & Android, Class 1 Bluetooth, Built-in Microphone,

Google App:
Google Account Sync; Audio Switch; Find My Device use the google app to control your earbuds

Three Listening Modes::
Active Noise Cancelling, and Transparency Mode, and Adaptive EQ

water resistant
Sweat and water-resistant (IPX4-rated) earbuds

listening Times
Up to 6 hours of listening time (up to 24 hours combined with pocket-sized charging case)

What in the Box:
Noise Cancelling Earbuds, Charging Cable, Charging Case, Manual

Size:
Length: (case) 6.2cm / 2.44in, (bud) 3cm / 1.18in; Width: (case) 6.2cm / 2.44in, (bud) 2.4cm / 0.94in; Height: (case) 2.85cm / 1.12in, (bud) 1.9cm / 0.75in

Prices:
Amazon
New $179.99
Used Like New $199.00
Used $100.25

Bestbuy
New $179.99

Ebay
New $99.99 to $179.99
Used $92.99 to $109.99

your price Just $80",like new,Indianapolis,US-IN,39.794000;-86.270700,"39.794000, -86.270700",7686450921,2023-11-11T05:07:05-0500,Craigslist,379,0,
XBOX SERIES X NEW GAMING CONSOLE,Electronics,NonTV,"New Xbox Series X

Never used. Comes with free Forza 5 download.",new,Indianapolis,US-IN,39.773500;-86.159600,"39.773500, -86.159600",7677902509,2023-10-17T18:59:12-0400,Craigslist,380,0,
Blue Parrott S650-XT,Electronics,NonTV,New headset works great and only used one time. I'm not driving or employed at the moment so I have no use for it.,like new,Indianapolis,US-IN,39.897700;-86.179700,"39.897700, -86.179700",7686384347,2023-11-10T19:56:31-0500,Craigslist,381,0,
Nikon FE + MD12 motor drive and 4 lenses,Electronics,NonTV,"Nikon FE + MD12 motor drive and four lenses. All are in mint conditions with front and rear caps.
1- Nikon FE + MD12 motor drive
2- Nikkor 24mm 2.8
3- Nikkor 50mm 1.8
4- Micro Nikkor 55mm 2.8
5- Micro Nikkor 105mm 2.8

Asking $190 for all. No scammers, please.
If interested, please reply via email with your name and contact number. Emails asking if this is still available with no contact information will be ignored.",excellent,Indianapolis,US-IN,39.868200;-86.212300,"39.868200, -86.212300",7676298945,2023-10-13T10:36:27-0400,Craigslist,382,0,
"Vintage Mitsubishi 26"" CRT Television with Remote / Retro Gaming TV",Electronics,TV,"Vintage Mitsubishi 26"" CRT Television with Remote / Retro Gaming TV - Model CS-2611R - Nice picture!

Works great, original remote. Excellent condition, gently used by one owner. Good picture and audio.

Indianapolis downtown / near east side.
Pickup preferred but delivery is available.

Holds are available only with prepayment. PayPal, Venmo, Facebook Messenger payment, Cash App, credit/debit cards, and cash accepted.",excellent,Indianapolis,US-IN,39.787599;-86.120281,"39.787599, -86.120281",7685245346,2023-11-07T18:27:20-0500,Craigslist,383,1,
"Vintage 13"" CRT Television by KTV / Retro Gaming TV - Model 13CNR30",Electronics,TV,"Vintage 13"" CRT Television by KTV / Retro Gaming TV - Model 13CNR30 - Works fine

Good picture and audio. Case has a crack but TV works fine.

Indianapolis downtown / near east side.
Pickup preferred but delivery is available.

Holds are available only with prepayment. PayPal, Venmo, Facebook Messenger payment, Cash App, credit/debit cards, and cash accepted",good,Indianapolis,US-IN,39.788521;-86.119595,"39.788521, -86.119595",7685279526,2023-11-07T20:24:03-0500,Craigslist,384,1,
"Vintage 13"" CRT Television by Orion / Retro Gaming TV - Works well!",Electronics,TV,"Vintage 13"" CRT Television by Orion / Retro Gaming TV - Works well!

Model no. TV1319B / dated July 1997

Indianapolis downtown / near east side.
Pickup preferred but delivery is available.

Holds are available only with prepayment. PayPal, Venmo, Facebook Messenger payment, Cash App, credit/debit cards, and cash accepted.",good,Indianapolis,US-IN,39.787335;-86.119251,"39.787335, -86.119251",7679655216,2023-10-22T19:08:54-0400,Craigslist,385,1,
"Rare Vintage 1979 Sony Trinitron 19"" CRT Television / Retro Gaming TV",Electronics,TV,"Rare Vintage Sony Trinitron 19"" CRT Television / Retro Gaming TV - 1979 KV-1943R - Works great!

Sony Trinitron Color TV Receiver Model KV-1943R / dated December 1979

Excellent condition, works great. Very nice picture and good audio. Includes original working remote control. TV was gently used and well-maintained by one owner.

Indianapolis downtown / near east side.
Pickup preferred but delivery is available.

Holds are available only with prepayment. PayPal, Venmo, Facebook Messenger payment, Cash App, credit/debit cards, and cash accepted.",excellent,Indianapolis,US-IN,39.788390;-86.120968,"39.788390, -86.120968",7679294880,2023-10-21T15:34:22-0400,Craigslist,386,1,
"Pair KICKER XPL 12"" SUBS IN BOX WITH RARE PRECISION POWER A1200 & A200",Electronics,NonTV,"Pair of kicker 12"" subwoofers in nice box with rare art precision power a1200 amp and a200 art amp with alpine 11 band equalizer
All nice vintage pieces, speakers could use some TLC but it all functions. I'm looking to sell quick that's why it's cheap. Come get it
812/five8won/9Oothree",Not specified,Seymour,US-IN,38.957100;-85.882500,"38.957100, -85.882500",7686326065,2023-11-10T17:00:51-0500,Craigslist,387,0,
"Hisense. 50"" Roku Smart Tv,.**brand new**",Electronics,TV,"Hisense 50"" Roku Smart Fire Tv 4 K
brand new still in unopened box

The Hisense Roku TV R6 Series packs incredible details into a 4K Ultra High Definition picture. The R6 series also features High Dynamic Range (HDR) that boosts color and contrast, and Motion Rate 120 technology which makes it easier to follow fast action scenes. Plus, with Roku TV operating system (OS), it's easier to watch what you love with access to thousands of streaming channels, apps, and live TV. Giving everyone in your household something to enjoy.

4K UltraHD - Delivers more than four times the resolution of a regular 1080p high - definition screen.
ROKU TV OS - Watch. Stream. Play. Listen. Laugh. Repeat. Kick back and enjoy streaming movies and TV episodes, plus live -

Alexa device that you already own. With the touch of your remote or ROKU mobile app, or a simple voice command, you can take control of your smart home, turn on and off the TV, change channels, and much more.
DTS® Studio Sound™ - DTS Studio Sound creates virtual surround sound for a crisp and immersive audio experience.
Dolby Vision™

HDR and HDR10* - Dolby Vision HDR and HDR10 transforms your TV into an entertainment powerhouse. The image technology from cinemas, now brought together in the home, provide amazing realism that you'll see, hear, and feel like never before.

cost new. $ 285.00

******** asking. $ 200.00

Gary show contact info
Ben Davis area pickup",new,Indianapolis,US-IN,39.808800;-86.316300,"39.808800, -86.316300",7686305832,2023-11-10T16:09:58-0500,Craigslist,388,1,
Garmin Descent MK2i,Electronics,NonTV,"Garmin Descent MK2i
Comes in original packaging with :
Charger
New black silicone strap
Black silicone drysuit wrist strap extension
Black titanium Quickfit strap
Used for approximately one year.
Screen glass is scratch free.",like new,Indianapolis,US-IN,39.743000;-86.117900,"39.743000, -86.117900",7676498625,2023-10-13T17:55:23-0400,Craigslist,389,0,
Denon AVC-X8500H,Electronics,NonTV,"Condition - Overall a good specimen. There are no screwed on antennas on the unit, they are not included.
Packaging - Original box and packaging. The box and packaging are in good condition
Only selling due to moving as 3D audio is no longer possible in the new house.",like new,Indianapolis,US-IN,39.743000;-86.117900,"39.743000, -86.117900",7679965292,2023-10-23T16:27:18-0400,Craigslist,390,0,
Sonos MOVE Battery Powered Smart Speaker,Electronics,NonTV,"Brand new SONOS Move battery powered smart speaker. Won it at a company function but dont really need it. 10 hour battery life, bluetooth, WIFI, airplay, voice enabled.

300 OBO.",Sonos,Zionsville,US-IN,39.950121;-86.263275,"39.950121, -86.263275",7686170949,2023-11-10T11:26:58-0500,Craigslist,391,1,
Nintendo switch lite,Electronics,NonTV,Works perfectly fine. Don't have charger but it takes any C charger. Powers on and comes with one physical game and a couple downloaded games on device.,like new,Indianapolis,US-IN,39.746500;-86.279200,"39.746500, -86.279200",7686005970,2023-11-09T19:40:21-0500,Craigslist,392,0,
Zenith Trans-Oceanic Sort Wave Radi,Electronics,NonTV,"Great Trans-Oceanic Shortwave Radio.

Model H500

I was going to try to put a new cord on it, but I have too many projects.

Lots of pictures.

Can meet somewhere everyone feels safe. North of Indy by Lebanon.",Not specified,Kirklin,US-IN,40.203000;-86.355000,"40.203000, -86.355000",7676493496,2023-10-13T17:41:40-0400,Craigslist,393,0,
Commercial outdoor lighting Sconces-(7) BRAND NEW!,Electronics,NonTV,"7 new LEOTEK’s Eseta™ Outdoor LED Wall Sconces. BRAND NEW! In the box!

Sconces come in original packaging with directions.

Length: 16.8 inches
Width: 12.1 inches
Height: 5.4 inches

$300.00 per Sconce
$2000.00 for all 7

Available for pick up in Plainfield, Indiana",new,Plainfield,US-IN,39.689300;-86.391900,"39.689300, -86.391900",7685902395,2023-11-09T14:52:26-0500,Craigslist,394,0,
Sony component system,Electronics,NonTV,"Sony system equalizer ,tape, cd , am fm radio",excellent,Carmel,US-IN,39.974400;-86.082900,"39.974400, -86.082900",7685838122,2023-11-09T12:34:29-0500,Craigslist,395,0,
New Cannon Printer Cartidges,Electronics,NonTV,"New black and color printer cartridges in sealed box 240XL & 241 XL. Bought recently and printer broke, so had to get a new one. Costs $50 at Walmart",new,Westfield,US-IN,40.064326;-86.133622,"40.064326, -86.133622",7675590762,2023-10-11T11:28:14-0400,Craigslist,396,0,
Tascam Digital Recorder/Yamaha MIDI Recorder,Electronics,NonTV,"Easy “Layaway” Available! From $35!
We Teach Lessons and do Repairs.

Yamaha MDF2 Midi Data Filer: $75

Tascam DP01 Digital Recorder with adapter. $149

Main St. Music
528 Main St.
Beech Grove, (Indy) IN 46107
show contact info
Since 1994!
Visit Our Online Store on Reverb!",Not specified,Beech Grove,US-IN,39.721700;-86.088400,"39.721700, -86.088400",7685585594,2023-11-08T16:53:56-0500,Craigslist,397,0,
DSLR camera 400 (obo),Electronics,NonTV,New condition digital camera. Has all the parts plus 2 lenses,like new,Indianapolis,US-IN,39.922800;-86.186100,"39.922800, -86.186100",7685575252,2023-11-08T16:25:58-0500,Craigslist,398,0,
Music Lovers Pay Attention - House of Marley Turntable HALF PRICE,Electronics,NonTV,"Awesome brand NEW product

No better turntable out there than the Bob Marley brand. Give your music lover the best! This is listed at $249.99 so it’s a major deal for the ultimate music lover.

Solid bamboo, 4.2 Bluetooth, anti skating control and lots more features as seen on the photos - back of box

This is the ultimate gift for a true music lover!

https://www.facebook.com/marketplace/item/180045985097394",new,Noblesville,US-IN,40.056300;-86.016300,"40.056300, -86.016300",7685559285,2023-11-08T15:50:14-0500,Craigslist,399,0,
Dell 19 Inch Monitor,Electronics,NonTV,"VGA & DVI Inputs

60 Day Malfunction Exchange Warranty

CITY ELECTRONICS
10202 E. WASHINGTON STREET 46229

LOCATED INSIDE WASHINGTON SQUARE MALL NEXT TO THE TARGET ENTRANCE.

HOURS 12:30PM TO 7PM MON-SAT",like new,Indianapolis,US-IN,39.788600;-85.977900,"39.788600, -85.977900",7681660342,2023-10-28T13:04:30-0400,Craigslist,400,0,
Toshiba 4 head vcr,Electronics,NonTV,4-head vcr,good,Indianapolis,US-IN,39.680000;-86.089000,"39.680000, -86.089000",7684107751,2023-11-04T14:54:12-0400,Craigslist,401,0,
“Audio-Sync”/ now “Starkey” (S55) “Hearing Aids.”,Electronics,NonTV,"- AudioSync brand now Starkey.. “Source 55”,(55 watts); battery powered over-ear “Hearing Aids.”
- will improve anyone’s hearing significantly and for a great price.. we spent about $950 on them after tax.
- comes with 14 (Duracell) compatible batterys
- newly used
- great condition
- color: tan
- power source: Duracell batterys
- type: over-ear",new,Indianapolis,US-IN,39.904800;-86.067300,"39.904800, -86.067300",7685319583,2023-11-08T00:11:18-0500,Craigslist,402,0,
WiFi Smart Sockets,Electronics,NonTV,"I have a box of four Wifi smart sockets. Swapped them out so I can have one app to control all my devices. In good working order, just don't need anymore.

This model:
https://www.amazon.com/gp/product/B07DYMS1L3/ref=ppx_yo_dt_b_search_asin_image?ie=UTF8&psc=1

Call/text/email if interested.",new,Fishers,US-IN,39.930511;-85.938234,"39.930511, -85.938234",7685264697,2023-11-07T19:31:27-0500,Craigslist,403,0,
Amazon Fire HD8 - 32GB,Electronics,NonTV,"I have a new in box Amazon fire HD 8 - 32GB. Never opened. Got it as my 5 year award for work and don't really want it.

https://www.amazon.com/All-new-Fire-HD-8-tablet/dp/B099Z8HLHT/ref=asc_df_B099Z8HLHT/?tag=hyprod-20&linkCode=df0&hvadid=615968724865&hvpos=&hvnetw=g&hvrand=10819508490635905052&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9016052&hvtargid=pla-1810304887143&psc=1&mcid=d656537ecbe734bc83b5594c664e1cf5

Call, text or email if interested.",new,Fishers,US-IN,39.929853;-85.939436,"39.929853, -85.939436",7685263746,2023-11-07T19:27:55-0500,Craigslist,404,0,
"Led Lights, kit in package , for under carages or other",Electronics,NonTV,"I have a few kits left, if you need more than one kit. new in display hanger packages",new,Fishers,US-IN,39.960109;-86.013272,"39.960109, -86.013272",7674760055,2023-10-09T07:04:09-0400,Craigslist,405,0,
Canon Powershot G7X Camera+Bundle,Electronics,NonTV,Camera + a ton of accessories for a cheap price the camera alone is $900 brand new so $450 for camera and accessories a bargain from Indianapolis no shipping only meet ups or pick ups. Let me know if interested the sooner the better,like new,Indianapolis,US-IN,39.795800;-85.963800,"39.795800, -85.963800",7685159390,2023-11-07T14:47:49-0500,Craigslist,406,0,
XBox X Series 1TB For Sale,Electronics,NonTV,"XBox X series 1TB console with one controller for sale. Like new, barely used.",like new,Indianapolis,US-IN,39.678900;-86.130200,"39.678900, -86.130200",7684908291,2023-11-06T20:38:57-0500,Craigslist,407,0,
Staples Laminator - NIB,Electronics,NonTV,"Staples Laminator new in the box $40.00

Text Works Best.
For Email please add Phone number in subject header.

Thanks in advance.",new,Indianapolis,US-IN,39.783714;-86.130066,"39.783714, -86.130066",7684907453,2023-11-06T20:35:36-0500,Craigslist,408,0,
Vizio 58” 4K Ultra HD SmartTV,Electronics,TV,2160p (4K) Full Aray LED screen. I’m only replacing it because I want a larger screen with newer display technology. Works great. Specs and measurements can be found on the Vizio website by searching for model D58u-D3.,good,Fishers,US-IN,39.957500;-86.023000,"39.957500, -86.023000",7684831744,2023-11-06T16:53:19-0500,Craigslist,409,1,
Speaker wire,Electronics,NonTV,I have 8 boxes of never used 16-2 speaker wire for sale. Each box has a length of 500 feet. Make an offer.,new,Indianapolis,US-IN,39.897700;-86.009400,"39.897700, -86.009400",7684752446,2023-11-06T13:54:24-0500,Craigslist,410,1,
"Sony 85 inch TV daily user, has some lines as seen in pics asking",Electronics,TV,"Sony 85 inch TV daily user, has some lines as seen in pics asking $850 obo the color is good except for the lines!
Located in Fishers",fair,Fishers,US-IN,39.960043;-86.014087,"39.960043, -86.014087",7674486512,2023-10-08T09:28:18-0400,Craigslist,411,1,
Nice 22 inch Dell Monitors each firm,Electronics,NonTV,"Nice 22 inch Dell Monitors each firm, these are nice late models, use the computer style power cord.
2 of these monitors are listed on Amazon for over $200 each right now so this is a goooood deal",excellent,Fishers,US-IN,39.960201;-86.013036,"39.960201, -86.013036",7674617428,2023-10-08T16:01:50-0400,Craigslist,412,0,
46 inch smart tv,Electronics,TV,Works good,excellent,Indianapolis,US-IN,39.679000;-86.128000,"39.679000, -86.128000",7684593631,2023-11-06T07:23:00-0500,Craigslist,413,1,
"Playstation 4 500 GB, 2 Controllers, 3 Games, & Controller Charger",Electronics,NonTV,"PS4 Console 500 GB With 2 controllers, 3 games, and a controller charging dock. Everything is functional and console is plug and play.",excellent,Zionsville,US-IN,39.952280;-86.224780,"39.952280, -86.224780",7684497954,2023-11-05T18:40:22-0500,Craigslist,414,0,
SAMSUNG 75-Inch Class Crystal UHD 4K,Electronics,NonTV,"Don't use it,it just sits in my bedroom.",Not specified,Indianapolis,US-IN,39.645224;-86.113147,"39.645224, -86.113147",7681672842,2023-10-28T13:31:47-0400,Craigslist,415,0,
NETGEAR-Nighthawk with Voice Modem,Electronics,NonTV,"NETGEAR-Nighthaw 32 X 8 DOCSIS 3.1 Voice Cable Modem, V, $80 cash
Compatible with Xfinity Internet and Voice, certified by Comcast for Xfinity. NOT compatible with Verizon, AT&T, DTV, DISH.

Works with any WIFI router.
Built for speed. Best for cable provider plans up to 2 Gigabits.
For us with Xfinity Voice service and up to two phone lines with enhanced call features including caller ID and 3-way calling.

Cash only.",excellent,Indianapolis,US-IN,39.897700;-86.179700,"39.897700, -86.179700",7684458252,2023-11-05T16:23:32-0500,Craigslist,416,0,
Vantrue 4K Dual Dash Cam with GPS,Electronics,NonTV,"Brand new (never used) Vantrue 4k dual dash cam with built-in GPS.
-Front and rear dual 1080P dash camera with 24 hours parking mode
-Sony night vision
-Motion detection
-Capacitor with single front 60fps

Crystal clear video at 4k which makees key details like road signs and vehicle license plates highly legible in all weather conditions. Equipped with F1.47 wide aperture and Sony Starvis CMOS, superior night vision works in unison to capture images and record videos brighter in even in low light like dark alleyways and underground parking lots for peace of mind.

Cash only.",new,Indianapolis,US-IN,39.897700;-86.179700,"39.897700, -86.179700",7684458051,2023-11-05T16:22:47-0500,Craigslist,417,0,
Mirror Dash Cam 11'' Front + Rear Backup Camera,Electronics,NonTV,"Used for a year, works great. Moving to a different option that attaches to our plate due to no longer having a trailer. Nothing wrong with it.

Search item ""B0B9BCXKK2"" on Amazon for more info.",like new,Martinsville,US-IN,39.477600;-86.466800,"39.477600, -86.466800",7679069680,2023-10-20T22:55:13-0400,Craigslist,418,0,
32” element tv,Electronics,TV,"For sale is a gently used element 32 inch TV. I kept this as a spare TV and barely used it. Works great, no issues. Currently can’t find a remote. Only $30. ￼",Not specified,Zionsville,US-IN,39.986500;-86.275500,"39.986500, -86.275500",7674521406,2023-10-08T11:30:21-0400,Craigslist,419,1,
50 inch philips Roku TV,Electronics,TV,"50 inch philips Roku, Excellent condition , Got the remote, It’s no problems with it still got the tape on it , cash app if possible I prefer , if not then we can work something out",excellent,Indianapolis,US-IN,39.776000;-86.110000,"39.776000, -86.110000",7684364148,2023-11-05T12:03:21-0500,Craigslist,420,1,
TI-nspire CX II CAS Graphing Calculator,Electronics,NonTV,"Calculator was used for one class and is in immaculate condition. Included is an additional hard cover, zipper case.",like new,Noblesville,US-IN,40.056300;-86.016300,"40.056300, -86.016300",7684357435,2023-11-05T11:44:59-0500,Craigslist,421,0,
Bose 901 speakers,Electronics,NonTV,"Nice speakers model IV with correct eq,stands in all black. 2nd owner. Also demo record.",Not specified,Greenfield,US-IN,39.790200;-85.814100,"39.790200, -85.814100",7674161473,2023-10-07T09:48:25-0400,Craigslist,422,1,
"Apple Lightning Cables and Lightning EarPods, 5 of each!",Electronics,NonTV,"Small business getting rid of five Lightning Charge Cables and five pairs of Lighting AirPods, compatible with all current and most previous models of iPhone, as well as any other apple device that has a lightning port.

Some of them are lightly used and in great shape, some never used at all and like new. Anything that was really worn was thrown away or donated, so these are what was left and all are in great condition. As these items retail for $20 a piece, this set has a $200 value.

Local cash buyers only, I will not respond to out of state area codes unless you specify where you live in Indy so I know you are for real. Please email me if you have any questions, would like to see more pictures, or would like to make an offer. If you would prefer to talk or text please email me your number, I will not respond to out of state area codes unless you specify where you live in Indy so I know you are for real.

Hope to hear from you soon!",like new,Indianapolis,US-IN,39.904800;-86.067300,"39.904800, -86.067300",7679926413,2023-10-23T15:02:28-0400,Craigslist,423,0,
Air Max 90,Electronics,NonTV,Heavily used pair of Air max 90s in a size 10.5 from 2012,fair,Indianapolis,US-IN,39.793900;-86.113600,"39.793900, -86.113600",7684152736,2023-11-04T16:50:01-0400,Craigslist,424,0,
Hisense U8H 55in 120Hz Google Smart TV,Electronics,TV,"Almost new, used less than a year.
Great gaming TV. Retails from anywhere between 670 to about 800 depending on timing.
Pick up only.",like new,Indianapolis,US-IN,39.726500;-86.000500,"39.726500, -86.000500",7684119982,2023-11-04T15:24:05-0400,Craigslist,425,1,
Pair (2) Kichler Exterior Wall Lights,Electronics,NonTV,"Pair of exterior wall lights by Kichler (Mount Vernon model). These are about 18"" tall, solid brass, color is Olde Bronze. Gently used. These lights now retail new for over $400 EACH. Swapped out for LED lights but these still work great. Quality fixtures. I have a (one) matching post light. Will include at no extra charge, if buyer desires.",good,Indianapolis,US-IN,39.826800;-86.138600,"39.826800, -86.138600",7675649617,2023-10-11T13:30:53-0400,Craigslist,426,0,
New in box: 220 appliance receptacle,Electronics,NonTV,"For 220 hookups, such as electric dryers, stoves. Leviton, Made in USA. New, never used receptacle in box, with all screws still in their little sealed bag. $2.",new,indianapolis,US-IN,39.740600;-86.156900,"39.740600, -86.156900",7683986679,2023-11-04T10:09:36-0400,Craigslist,427,0,
Digital Converter Boxes for TV,Electronics,TV,"New in box 10 each. Open with all parts $5. Pick up in Shelbyville, south Tompkins Street near parks department.",new,Shelbyville,US-IN,39.514200;-85.779100,"39.514200, -85.779100",7683980743,2023-11-04T09:50:39-0400,Craigslist,428,1,
ecobee3 Lite Smart Thermostat - Programmable Wifi Thermostat,Electronics,NonTV,"Brand new , in box. You’ll have to come to me around Cumberland to pick up. But can’t beat this deal. Also have Honeywell’s.

Thx",Not specified,Indianapolis,US-IN,39.793255;-85.983124,"39.793255, -85.983124",7683917419,2023-11-04T00:04:34-0400,Craigslist,429,0,
Xfinity internet wifi hotspot,Electronics,NonTV,"$20 a month Xfinity internet Wi-Fi hotspot works on laptop computers fire stick smart TV cell phones gaming systems and many more devices if interested please call or text me anytime and I'll explain the details of how it works

show contact info",Not specified,Indianapolis,US-IN,39.785100;-86.159500,"39.785100, -86.159500",7673728622,2023-10-06T02:21:04-0400,Craigslist,430,0,
ONN 1000 Watt Stereo w Bluetooth Technology,Electronics,NonTV,"This stereo is only two years old and retails for between $120.00 and $150.00. I rarely ever use it, so getting rid of it and many other household items before I remodel and sell my home. Remote control included.",like new,Atlanta,US-IN,40.232897;-85.950945,"40.232897, -85.950945",7675183249,2023-10-10T09:42:26-0400,Craigslist,431,0,
Electronic items,Electronics,NonTV,"We have different items for sale Text us of the one that you're interested in, show contact info
. we do trades we're looking for a Nintendo items Nintendo games game systems so what you have just let us know",Not specified,Indianapolis,US-IN,39.828011;-86.082344,"39.828011, -86.082344",7683716967,2023-11-03T13:40:30-0400,Craigslist,432,0,
Vintage speakers,Electronics,NonTV,"Vintage speakers. Starting @$425.JBL,infinity,AR,hpm",Not specified,Indianapolis,US-IN,39.678900;-86.130200,"39.678900, -86.130200",7673579382,2023-10-05T15:53:24-0400,Craigslist,433,1,
Electric Nose Hair Trimmer,Electronics,NonTV,"Trimmer, for Eyebrow, Ear, Nose.",new,Indianapolis,US-IN,39.678900;-86.130200,"39.678900, -86.130200",7673355982,2023-10-05T00:40:44-0400,Craigslist,434,0,
Xbox 1 and TV,Electronics,TV,Xbox 1 and flat screen tv for sale. Together or separate. Don’t play Xbox a lot anymore and recently moved so no room for tv. Pickup. Cash is key! Text 31292 1235,good,Noblesville,US-IN,40.056300;-86.016300,"40.056300, -86.016300",7683104186,2023-11-01T18:19:54-0400,Craigslist,435,1,
TYPEWRITER XEROX 6015,Electronics,NonTV,FULLY RECONDITIONED XEROX TYPEWRITER WITH NEW RIBBONS,excellent,INDPLS,US-IN,39.772672;-86.037862,"39.772672, -86.037862",7673190070,2023-10-04T14:59:33-0400,Craigslist,436,0,
IBM WHEELWRITER TYPEWRITERS,Electronics,NonTV,"IBM WHEELWRITER FULLY SERVICED AND READY TO GO.
with warranty and new ribbons",excellent,INDPLS,US-IN,39.772652;-86.037841,"39.772652, -86.037841",7673185210,2023-10-04T14:47:58-0400,Craigslist,437,0,
Duplo PAPER FOLDER DF-520,Electronics,NonTV,"DUPLO PAPER FOLDER FULLY AUTOMATIC, BRAND NEW ROLLERS AND SEP PAD.
FULLY REFURBISHED",excellent,Indpls,US-IN,39.772739;-86.037862,"39.772739, -86.037862",7673184035,2023-10-04T14:45:36-0400,Craigslist,438,0,
